start:	Thu May 04 23:57:06 2017

【策划组】：2-3名，主要负责宣传、外联、文秘等工作，要求有较强的综合能力，在绘画
书法、文笔、口才、人际交往等方面有一技之长者均可，由于特殊的工作环境，还需要对
电脑技术，网络等有一定的热情。

敬请关注 9月21日，22日中午在食堂门口招新宣传。当场填写相关信息即可。我们会及时
与您联系并安排面试。（现场还有小百合工作室精美纪念版书签赠送！）

此外，亦可网上报名于9月23日之前发送邮件至 lightory@lilystudio.info（邮件中请至
少写明姓名、院系、年级、专长等基本信息）。
location4:not found index:http://xiaoban.nju.edu.cn/25/7a/c752a9594/page.htm	时间：9月21日晚6：45——8：45
location4:not found index:http://xiaoban.nju.edu.cn/25/7a/c752a9594/page.htm	地点：仙1—106
location4:not found index:http://xiaoban.nju.edu.cn/25/77/c752a9591/page.htm	南京大学研究生社团联合会是在南京大学党委领导和团委指导下独立开展活动，以“
管理、引导、监督、服务”为宗旨，负责学生社团日常管理工作的学生组织。社联会是监
督、协调与服务于各学生社团的组织，拥有一套详尽、完备的社团管理制度，可以更好的
规范社团活动；在各社团组织活动期间给予帮助与监督，以体现学生社团联合会服务和监
督的职能；鼓楼校区各个社团组织活动都需要经过研究生社团联合会的严格审查后方可给
予批准。
 社联会作为学生与社团联系的纽带，其目的在于增强以研究生为主体的社团的组织建
设和制度建设，培养和推出精品社团和品牌活动。希望通过我们的努力，在社团与同学之
间、社团与社团之间以及社团与学校有关部门之间建立联系的桥梁；通过整合现有资源，
举办比如“社团巡礼”等一系列大型活动，丰富鼓楼校区的社团活动，繁荣校园文化，为
大家追求全面发展提供一个广阔的平台。
 目前，研究生社联会下设主席团以及秘书处、宣传部、监督部、活动联络部四个部门
。
（一）秘书处
◇处理社团联合会日常事务以及物品管理、社联年度工作计划与工作总结的起草与管理；
◇负责社团活动的申请及文件批复；
◇管理档案，收集整理社团的各种资料，包括各社团管理章程、活动情况等等；
◇制作每月的研究生社团联合会工作简报；
（二）宣传部
◇负责社联以及社团各项活动的宣传，策划和实施各项活动的宣传通知、海报、橱窗展板
以及小百合bbs相关宣传工作；
◇开展大型活动时负责场地的安排及布置；
◇对活动进行跟踪采访，撰写新闻稿，并对活动进行影像记录；
（注：photoshop经验丰富者优先考虑；）
（三）监督部
◇负责社团考评、社团情况调研、场地审批、组织评优以及新社团注册等工作；
◇沟通各学生社团与社联，对各社团遵守社联规定的情况进行监督，维护每个社团成员的
权益，促进社团工作和社团活动的发展；
◇负责社联会财务管理，监督各社团的财务收支情况；
（四）活动联络部
 联络部是社联会和各社团之间的桥梁，分为内联和外联。
◇外联代表社联会与兄弟院校的社联组织保持联络、嘉宾邀请与接待、外事安排、同时为
社联会的各项活动寻求社会资助与支持；
◇内联负责和校内各社团之间的联络沟通工作，了解、帮助解决各社团活动开展的困难；
打造社团特色活动，筹备、协调一年一度的“社团巡礼”等项目。

一、报名时间：
 现场报名：9月14日、15日每日中午11：00—14：00南园橱窗前；
 网上报名截止至9月17日中午12：00。

二、报名办法：
1．每个部门拟招聘部长1名、副部长1至2名以及工作人员若干名。以在校硕士、博士研究
生及高年级本科生为招聘对象。
2．9月12日－17日（截止时间为17日中午12：00），在小百合BBS => 社团联合会主席信箱
（Association_Union）版面下载招新表格，将文件标题更改为：XX院（系）—XXX—参选
XX部部长/副部长，填写完毕后立即发送至指定信箱njuslh@gmail.com。
3． 9月14日、15日中午11：00—14：00南园橱窗前接受现场投递报名表及相关咨询。

三、考核及录用程序
1．凡是报名参加部长/副部长竞选的同学，将择期进行面试。
2．通过面试后，我们将拟订录用名单，并进行公示。
 南京大学研究生社联会
 二〇〇九年九月十二日

附表：南京大学研究生社团联合会招新申请表
http://bbs.nju.edu.cn/file/G/GAU/GAU1252722773.doc
location4:not found index:http://xiaoban.nju.edu.cn/25/75/c752a9589/page.htm	2010年研究生招考工作即将启动，为帮助考生更全面地了解全国各地高校最新的招生政策
及信息，由教育部科技发展中心主办，中国教育科研网、中国教育在线承办的“高校科研
实力与考生择校”—－研究生招生咨询大型系列公益活动将于9月19日上午8：30在南京师
范大学随园校区田径场举行。

届时全国包括北京大学、浙江大学、南京大学、东南大学、南京航空航天大学、南京财经
大学、哈尔滨工业大学、西安交通大学、中国科学技术大学、福州大学等名校在内的六十
余所高校研究生招生负责人将齐聚南京师范大学，考生可就报考政策及专业问题与各高校
进行面对面、一对一的交流，充分了解培养单位的优势学科、师资力量、科研水平，有助
于考生选择理想的院校及专业，同时也为高校在全国范围内选择更优秀的考生提供平台。
欲了解活动详情，请登陆：
考研频道：www.kaoyan.edu.cn 
南京场活动专题：http://kaoyan.eol.cn/html/ky/2010xczx/jiangsu.shtml
 
时间：9月19日上午08：30－12：00
地点：南京师范大学随园校区田径场

活动现场将对所有到场考生及家长免费开放，欢迎大家到场参加！

更多详情请登陆www.edu.cn、 www.eol.cn
location4:not found index:http://xiaoban.nju.edu.cn/25/74/c752a9588/page.htm	各院系团委：
 今年是新中国成立60周年，暨中央大学更名为南京大学60周年，为了弘扬爱国主义精
神，引导大学生深入了解共和国历史和建设成就，激发大学生的爱国热情，南京大学党委
宣传部，南京大学出版社，南京大学校报编辑部，共青团南京大学委员会联合在全校范围
内开展“庆祝建国60周年知识竞赛”活动。

一，活动主题：
 本次纪念建国60周年知识竞赛以“爱我南大，振兴中华”为主题，通过对建国以来特
别是改革开放以来我国政治，经济和文化等方面发生的大事，要事以及南京大学校史知识
进行全面回顾，宣传贯彻科学发展观，使全校师生进一步深刻理解建国以及改革开放的伟
大历史进程和宝贵经验；进一步增强大学生的主人翁意识，共同营造创建世界一流大学校
园的良好氛围。

二，比赛方式
 本次比赛分为预赛和决赛，预赛由各个院系选拔3名学生组队参赛，预赛时每位学生均
参加闭卷考试，各队成绩为3名学生的成绩之和，笔试的试题内容为中华人民共和国历史以
及南京大学校史，比例各为70%及30%。
 决赛由笔试成绩最为优秀的6个院系参加，决赛采用知识竞答的形式，题目内容与预赛
保持一致，决赛人员不得更换。

三，参赛时间
预赛暂定在9月21到22日。
决赛暂定在9月27到28日。
具体比赛时间和地点会另行通知各院系，并请和院系密切关注相关通知和信息。


 南京大学党委宣传部
 南京大学出版社
 南京大学校报编辑部
 共青团南京大学委员会
 
--
location4:not found index:http://xiaoban.nju.edu.cn/25/73/c752a9587/page.htm	【核心提示：】
迎新活动中爱护宣传材料，并及时更换或清理破损残缺的地贴、海报、横幅等。迎新活动
结束后，主动清理本院系的宣传材料，迅速恢复仙林校区的宁静整洁的景象。

                       “以心迎新，以净迎新”文明迎新倡议书
亲爱的同学们：
 九月的南大洋溢着喜悦与兴奋，崭新的校区张开双臂迎接09年的“仙林一代”。每一
位满怀期待、承担责任、怀揣热情的师兄师姐都对新生的到来翘首以盼。各院系的同学们
全情投入到迎接新生的工作中，巧手绘海报、精心贴地贴，一夜之间校园的各个角落迅速
增添了迎新的宣传材料，整个仙林校区充满了迎新的欢乐热烈的气氛。
 仙林校区的建筑设计简洁明快、大方自然、活泼清新，使得每一位入住的同学由衷赞
叹。美丽的新校区为我们提供了迎接新生的硬件设施，我们作为南京大学的一份子，在装
点校园的同时，更有责任和义务爱护新校区的整洁环境。当短暂的迎新工作结束时，每一
位参与到其中的同学，都应当以主人翁的责任心，主动承担起清理地贴、横幅、海报的义
务。如果我们每个院系都能够积极行动起来主动清理自己的宣传材料，可能举手之劳便可
迅速还校园一个整洁美好的环境，使得仙林再度成为我们生活、读书的清净之地。
 在此，南京大学生命科学学院仙林学生党支部全体党员向各院系同学发出倡议：
 一、以心迎新，以净迎新。迎新活动中爱护宣传材料，并及时更换或清理破损残缺的
地贴、海报、横幅等。迎新活动结束后，主动清理本院系的宣传材料，迅速恢复仙林校区
的宁静整洁的景象。
 二、爱仙林，导新生。培养新生对新启用的南大仙林国际化校区的喜爱之情，引导他
们自觉主动地融入仙林的生活、维护仙林的美丽。热情向新生家长介绍仙林校区以及南京
大学，指导新生家长文明留宿校园。
 三、在新的学期中，将文明卫生习惯长期延续下去，使得宣传活动的文明持续化、常
态化。
 同学们，让我们坚持文明迎新，和2009级新生一起，开启仙林新纪元！

 南京大学生命科学学院仙林学生党支部全体党员
 2009年9月4日
location4:not found index:http://xiaoban.nju.edu.cn/hdyjz/list32.htm	<<上一页
location4:not found index:http://xiaoban.nju.edu.cn/hdyjz/list32.htm	下一页>>
location4:not found index:http://xiaoban.nju.edu.cn/23/57/c742a9047/page.htm	5月18日，南大小百合上发布了一篇名为《蓝鲸大学的故事&NJU—CITY》的帖子，受到南大学子的热议。昵称名为“Nothing”的同学将NJUCITY七个字母与南大标志性建筑或建筑群相结合，构造出了“NJU-CITY”系列图片。七个字母、三个校区、五个标志建筑，“Nothing”用承载着南大人回忆的原创文化作品寄托了南大学子对母校的深情，为南大112周年校庆增添了人文色彩。
location4:not found index:http://xiaoban.nju.edu.cn/742/list13.htm	<<上一页
location4:not found index:http://xiaoban.nju.edu.cn/742/list13.htm	下一页>>
location4:not found index:http://xiaoban.nju.edu.cn/1d/e0/c742a7648/page.htm	开学了！9月5日，3500余名2009级本科新生和部分院系的研究生入住南京大学仙林校区。占地3000亩、筹建近3年的新校区迎来了第一批新生，他们将在“新家”里度过四年的大学时光。目前，仙林校区已有万余名学生顺利入住。
location4:not found index:http://xiaoban.nju.edu.cn/1d/e0/c742a7648/page.htm	鲜花、拱门、汽球和各种欢迎标语……南京大学校领导、各院系领导和新生辅导员在新校区迎接这批“新住户”的到来。南大仙林校区沉浸在一片繁忙与热闹之中。
location4:not found index:http://xiaoban.nju.edu.cn/1d/e0/c742a7648/page.htm	为确保新生的顺利入学，南京大学从新生接待、安全防范、奖助工作方面出台了一系列措施。从9月4日起，学校在仙林校区、火车站和长途汽车东站设立24小时接待站迎接本科新生，研究生新生将于9月6日开始报到。学校专门制订了新生交通、人身、财产相关保卫方案。如，在校区的公共区域安装摄像头，对校区实行24小时实时监控，校区围墙安装周界红外报警系统，保障校区公共区域安全。学生宿舍大门安装有门禁刷卡系统，学生使用“校园”一卡通刷卡可进入宿舍，防止闲杂人等进入。宿舍门均采用防盗门配磁卡锁系统，进一步提高学生宿舍的安全保障。在校区内分区域设置紧急求助按钮，学生可以直接按下设置在监控摄像机立杆上的褐色紧急按钮直接联通保卫处110监控中心，24小时巡逻的保安将以最快速度到达现场提供帮助。
location4:not found index:http://xiaoban.nju.edu.cn/1d/e0/c742a7648/page.htm	据悉，为配合南京大学仙林校区迎接新生，南京市公安局以及其他相关部门制订了周密保卫方案、疏导方案和分流方案，并安排了专门的警力。例如：为南大校门划定专门的人行横道和车辆禁停黄线，设立路线指示牌，拆除校区周边的违建，打击黑车等。为便利仙林校区的交通出行，除了已经开通的166、167路公交车，9月1日还开通了仙林校区至河西的大站快车线，明年有望开通的地铁2号线东沿线增加了“南京大学站”。
location4:not found index:http://xiaoban.nju.edu.cn/1d/e0/c742a7648/page.htm	对于贫困学生以及灾区的学生，学校开设了“绿色通道”，并开展“五个一”工程：一份特困补助、一个爱心大礼包，一个勤工助学岗、一名专职学长、一轮免费技能培训。特别对来自震灾和水灾地区的学子定制人性化专项助学服务，确保经济困难学生无后顾之忧。
location4:not found index:http://xiaoban.nju.edu.cn/1d/df/c742a7647/page.htm	8月4日至10日，受党中央、国务院书面发函邀请，60位新中国成立以来各个时期各个领域创新创业创优优秀人才代表赴北戴河参加主题为“60年辉煌成就与我国人才的贡献”的暑期休假活动。我校历史系张宪文教授作为教育部系统两位代表之一应邀参加。中共中央政治局委员、中央书记处书记、中组部部长李源潮，国务委员兼国务院秘书长马凯，国务院副秘书长、机关事务管理局局长焦焕成，教育部部长周济，科技部党组书记、副部长李学勇等专程前往北戴河看望并听取专家意见。中央电视台、中央人民广播电台、人民日报、人民日报海外版、光明日报、经济日报、科技日报、法制日报、中国青年报、新华社等各大媒体对此作了广泛报道。
location4:not found index:http://xiaoban.nju.edu.cn/1d/df/c742a7647/page.htm	邀请专家暑期赴北戴河休假，是党中央、国务院关心人才、服务人才的重要举措。2001年以来，已有8批500名专家携家属到北戴河休假。参加今年休假的专家代表，有“两弹一星”功勋、国家最高科技奖获得者、航天英雄、哲学社会科学和文化艺术领域的专家，有长期扎根艰苦边远地区的优秀教师、医生代表，有高技能人才和农村实用人才，还有留学回国创新创业人才。
location4:not found index:http://xiaoban.nju.edu.cn/1d/de/c742a7646/page.htm	为进一步弘扬我校“严谨、求实、勤奋、创新”的优良学风，引导全校教职工和学生遵守科学研究道德，繁荣发展我校的科学研究，保护知识产权，根据《中华人民共和国著作权法》和教育部的有关规定，学校出台了《南京大学科学研究行为规范与学风建设管理办法（试行）》。
location4:not found index:http://xiaoban.nju.edu.cn/1d/dd/c742a7645/page.htm	南京大学在一百余年的办学历程中，取得了辉煌的成就，积淀了深厚的传统，形成了优良的学风，数代前贤的立身治学传续着“诚朴雄伟，励学敦行”的气质和风貌，科学研究的成果和人才培养的质量得到了广泛的认可和尊重。改革开放后，在尊重知识、尊重原创、尊重国际学术规则的氛围下，南大学人尚诚尚朴、追求卓越，在创建世界一流大学的进程中作出了非凡的事功。同时，我们也清醒地认识到，近年来，发生在高校少数教师身上的学术不端行为，败坏了学术风气，损害了高校教师的形象，影响了青年学生的健康成长，玷污了学术研究的声誉，对高等教育和科学研究造成了负面的影响。
location4:not found index:http://xiaoban.nju.edu.cn/1d/dc/c742a7644/page.htm	9月1日，新学期开学伊始，常州强力电子新材料有限公司和南京大学签定合作协议，决定设立“南京大学强力助学金”。
location4:not found index:http://xiaoban.nju.edu.cn/1d/db/c742a7643/page.htm	受国际脑研究组织（IBRO）委托，“2009年国际脑研究组织亚太区神经科学研讨班”于2009年8月18-22日在南京大学举办。此次研讨班的主题是：神经科学前沿：从基础科学到疾病。南京大学副校长潘毅教授，IBRO亚太区主席、香港大学医学院副院长Ying-ShingChan教授、南大生命科学学院负责人等出席了研讨班开幕式并致辞。
location4:not found index:http://xiaoban.nju.edu.cn/1d/da/c742a7642/page.htm	开幕式上，闵校长结合我校仙林校区的启用，对新生辅导员提出要求：一是要尽快熟悉新校区与新的运行机制，引导学生适应新校区、热爱新校区；二是要贴近学生实际，善于把握青年学生成长和发展特点与规律，倡导人文关怀，将教育管理融入服务育人之中；三是要努力加强学习和研究，着力推进辅导员队伍自身素质的快速提升。闵校长强调，辅导员是大学生的人生导师和知心朋友，肩负着神圣的职责和崇高的使命，在学生的成长过程中发挥着不可替代的作用，要将“爱与育、严与导、管与理”结合起来，要将学生工作与学校人才培养目标结合起来，为国家和社会培养更多的栋梁之才。
location4:not found index:http://xiaoban.nju.edu.cn/1d/d9/c742a7641/page.htm	南京大学电子科学与工程系本科2006级派出的三支参赛队伍在2009年“全国大学生信息安全竞赛”中分获一、二、三等奖。这一骄人成绩使我校电子系学生在全国理工类竞赛中再度崭露头角。
location4:not found index:http://xiaoban.nju.edu.cn/1d/d9/c742a7641/page.htm	其中，参赛作品“端到端的移动保密通信系统”获全国一等奖，队员为石乃轩、王凌辉、孙春杰，指导教师季晓勇获优秀指导教师奖；王健老师指导的“移动多媒体条件接收系统”获全国二等奖，队员为张李晔、杨杭军、孟念鹏、李思瑾；作品“融合混沌和AES的加解密芯片的设计”获全国三等奖，队员为李长路、刘学诚、吴璐璐。
location4:not found index:http://xiaoban.nju.edu.cn/1d/d9/c742a7641/page.htm	“全国大学生信息安全竞赛”是一项全国性竞赛，由教育部高等教育司、工业和信息化部信息安全协调司协同指导，旨在宣传信息安全知识，培养大学生的创新意识、团队合作精神。大赛评审专家组组长为教指委主任委员沈昌祥院士。参加本次比赛的共有来自全国84个高校的512支队伍。经过层层筛选，大赛共决出了一等奖12名，二等奖24名、三等奖48名。
location4:not found index:http://xiaoban.nju.edu.cn/1d/d8/c742a7640/page.htm	在日前举行的第八次全国归侨侨眷代表大会上，南京大学侨联被评为“全国侨联系统先进基层组织”，受到中国侨联的表彰。这是我校侨联继2004年荣获“中国侨联工作先进集体”称号后的又一殊荣。党和国家领导人向荣获全国侨联先进集体和先进工作者称号的单位与个人颁奖。
location4:not found index:http://xiaoban.nju.edu.cn/1d/d7/c742a7639/page.htm	为进一步贯彻落实我校第九次党代会提出的“大力发展高水平、有特色的工程、医学、生命等新兴学科”的战略构想，7月4日—7月6日，我校召开“现代工程和应用科学学院”建设研讨会，就筹建“现代工程和应用科学学院”的目标定位、规划和建设内容等进行研讨。在7月6日下午的研讨成果汇报会上，祝世宁院士就本次会议取得的成果进行汇报，我校党委书记洪银兴，校长陈骏，副校长张荣、潘毅，中科院院士闵乃本、孙义燧，参加此次研讨会的海内外专家学者，相关职能部处负责人出席了下午的会议，并听取了汇报。
location4:not found index:http://xiaoban.nju.edu.cn/1d/d7/c742a7639/page.htm	祝世宁院士在报告中对学校成立“现代工程和应用科学学院”的背景、目标定位、院系构成、工作机构、队伍建设、条件建设等问题进行了介绍。与会代表就“现代工程和应用科学学院”的管理模式和筹建工作中的关键要素等谈了个人的认识。闵乃本院士在对当前正在兴起的第三次产业革命和国内工程学科的发展情况进行深入分析后指出，我校成立“现代工程和应用科学学院”一定要后来居上,实现跨跃发展。孙义燧院士认为，在筹建“现代工程和应用科学学院”过程中，要注意学科的交叉和融合。
location4:not found index:http://xiaoban.nju.edu.cn/1d/d7/c742a7639/page.htm	校长陈骏对本次研讨会给予高度肯定。他指出，本次会议标志着南京大学“现代工程和应用科学学院”筹建工作进入了一个崭新的阶段，会议在“现代工程和应用科学学院”的使命和定位、名称和研究方向、建设进度、组织框架等问题上取得明显共识。
location4:not found index:http://xiaoban.nju.edu.cn/1d/d7/c742a7639/page.htm	党委书记洪银兴提出，要在会议取得的共识基础之上，努力形成下一阶段的工作措施，学校将在“现代工程和应用科学学院”的资源配置、政策保障和人才引进工作等方面提供大力支持，力争把南京大学“现代工程和应用科学学院”办成具有国际先进水平的工学院。
location4:not found index:http://xiaoban.nju.edu.cn/1d/d6/c742a7638/page.htm	2009年7月17日，英国南安普敦大学举行隆重仪式，授予南京大学校长陈骏名誉理学博士学位，以表彰陈骏在地球化学研究领域做出的杰出贡献和推动南京大学与南安普敦大学开展学术交流合作的远见卓识和富有成效的工作。南安普敦大学校长威廉·威克海姆、学校高层管理人员、地学系师生及其他嘉宾共500多人参加了典礼。南安普敦大学在学位授予致辞中称赞陈骏为中国高等教育界的卓越领导者，致力于把南京大学建成世界一流大学，将南京大学建成创新和技术转移的中心，并积极拓展国际学术交流。
location4:not found index:http://xiaoban.nju.edu.cn/1d/d6/c742a7638/page.htm	我校与南安普敦大学建立了密切的合作与交流关系，两校于3年前成立了“南京大学—南安普敦大学中心”，在公共卫生、高等教育和海洋等领域开展了卓有成果的合作。近年，两校合作领域又进一步拓展，延伸到社会学、历史学等领域。同时两校在合作办学领域开展“2+2”项目，该项目的第一批学生将于明年秋天到南安普敦大学学习，两年以后他们将同时获得我校和南安普敦大学的学士学位。
location4:not found index:http://xiaoban.nju.edu.cn/1d/d6/c742a7638/page.htm	陈骏在访问南安普敦大学期间，与威廉·威克海姆及相关领域教授进行了深入会谈，为推动两校开展进一步合作奠定了更加牢固的基础。
location4:not found index:http://xiaoban.nju.edu.cn/1d/d5/c742a7637/page.htm	为推进国家引进海外高层次人才“千人计划”的贯彻落实，中央人才工作协调小组决定在符合条件的中央企业、高等院校、科研机构以及部分国家级高新技术产业开发区，建立海外高层次人才创新创业基地，推进产学研紧密结合，探索实行国际通行的科研和技术开发、创业机制，集聚一批海外高层次创新创业人才和团队。此次入选第二批海外高层次人才创新创业基地的高校，除了南京大学，还包括复旦大学、浙江大学、西安交通大学和哈尔滨工业大学。
location4:not found index:http://xiaoban.nju.edu.cn/1d/d4/c742a7636/page.htm	7月5日至9日，由南京大学文学院主办、南京师范大学文学院和香港浸会大学中文系协办的“中国语言与社会文化”研究生国际学术研讨会在我校召开，这是大陆地区首次举办的中文学科国际学术研讨会。校党委书记洪银兴出席开幕式，文学院副院长徐兴无主持开幕式。
location4:not found index:http://xiaoban.nju.edu.cn/1d/d4/c742a7636/page.htm	参加本次研讨会的有中国大陆、台湾、香港和韩国、日本、新加坡、英国等33所高校的136位研究生、36位领队老师，盛况空前。在28场分组讨论会上，136位研究生围绕“中国语言与社会文化”这一主题宣读了136篇学术论文，交流研讨后由领队老师给予点铁成金的指导。
location4:not found index:http://xiaoban.nju.edu.cn/1d/d3/c742a7635/page.htm	7月9日，南京大学--南京高新区共建“南京大学南京生物医药研究院”签字仪式在宁举行。南大副校长张荣和南京高新区副主任李华代表双方在协议书上签字，南大党委书记洪银兴和南京市委书记朱善璐为“南京大学南京生物医药研究院”揭牌。南大校长助理张序余及有关部处负责人出席签字仪式。仪式由南京高新区常务副主任邵强主持。
location4:not found index:http://xiaoban.nju.edu.cn/1d/d3/c742a7635/page.htm	仪式上，洪银兴书记指出，此次合作开启了南大与南京高新区合作的新起点，“南京大学南京生物医药研究院”将依托南京大学在疾病模型研发领域国际领先的科技、人才和信息优势，结合南京市政府科技和产业创新优势，以国家目标为导向，瞄准未来国际生物医药的发展方向，在南京高新区打造高水平、有国际影响力的生物医药研发中心。
location4:not found index:http://xiaoban.nju.edu.cn/742/list111.htm	<<上一页
location4:not found index:http://xiaoban.nju.edu.cn/742/list111.htm	下一页>>
location4:not found index:http://xiaoban.nju.edu.cn/24/2b/c743a9259/page.htm	根据学校办公信息化和效能建设工作要求，为提高我校公文处理的准确性和及时性，提高办公效率，我校拟实施办公自动化系统（以下简称“
location4:not found index:http://xiaoban.nju.edu.cn/24/2b/c743a9259/page.htm	系统”）。经研究，决定将
location4:not found index:http://xiaoban.nju.edu.cn/24/2b/c743a9259/page.htm	—4
location4:not found index:http://xiaoban.nju.edu.cn/24/25/c743a9253/page.htm	为响应国家实施西部大开发战略的号召，共青团中央、教育部等部门联合发起并实施了“中国青年志愿者扶贫接力计划研究生支教团”和“大学生志愿服务西部计划”。我校作为最早参加这两项计划的高校之一，至今已有十一届研究生支教团和七届“西部计划”志愿服务团共计
location4:not found index:http://xiaoban.nju.edu.cn/24/25/c743a9253/page.htm	名同学，先后分别赴西藏、甘肃、山西、宁夏、陕西、贵州、云南等地，进行为期一到两年的基层工作。去年，我校又参加了江苏省委组织部等部门实施的支援抗震救灾，帮助四川绵竹地区恢复生产、重建家园的“绵竹计划”项目。经本人自愿报名、院系推荐和学校遴选，由顾惟
location4:not found index:http://xiaoban.nju.edu.cn/24/25/c743a9253/page.htm	名同学组成的我校第八届“西部计划”志愿服务团，第二届“绵竹计划”志愿服务团队员卢利萍同学即将奔赴宁夏、云南、陕西、四川等地进行志愿服务工作，以实际行动投身西部建设。
location4:not found index:http://xiaoban.nju.edu.cn/24/25/c743a9253/page.htm	：南京大学第八届“西部计划”志愿服务团名单
location4:not found index:http://xiaoban.nju.edu.cn/24/25/c743a9253/page.htm	年“绵竹计划”志愿者名单
location4:not found index:http://xiaoban.nju.edu.cn/743/list8.htm	<<上一页
location4:not found index:http://xiaoban.nju.edu.cn/743/list8.htm	下一页>>
location4:not found index:http://xiaoban.nju.edu.cn/26/a4/c752a9892/page.htm	2014年南京青奥会即将到来，为更好地落实市委、市政府提出“办好青奥会，建
location4:not found index:http://xiaoban.nju.edu.cn/26/a4/c752a9892/page.htm	设新南京”的总体要求，南大共青团携手南京市交通局，开展了具有南大特色的“城市义
location4:not found index:http://xiaoban.nju.edu.cn/26/a4/c752a9892/page.htm	工岗”交通项目志愿服务品牌活动，实现将志愿服务精神和百年南大精神结合，牢记学以
location4:not found index:http://xiaoban.nju.edu.cn/26/a4/c752a9892/page.htm	附件和文件的名称改为“姓名_鼓楼（或者仙林）_交通义工岗”
location4:not found index:http://xiaoban.nju.edu.cn/26/a4/c752a9892/page.htm	或者搜索“南京大学青协”
location4:not found index:http://xiaoban.nju.edu.cn/26/a4/c752a9892/page.htm	或者搜索“南大青协”
location4:not found index:http://xiaoban.nju.edu.cn/26/a3/c752a9891/page.htm	南大研究生支教团隆德分队请求南大师生资助宁夏山区�
location4:not found index:http://xiaoban.nju.edu.cn/26/a3/c752a9891/page.htm	南大研究生支教团隆德分队请求南大师生资助宁夏山区�
location4:not found index:http://xiaoban.nju.edu.cn/26/a3/c752a9891/page.htm	所能及地开展帮困扶贫、社会调研等工作，我们分队曾多次被宁夏区政府授予“支援宁夏
location4:not found index:http://xiaoban.nju.edu.cn/26/a3/c752a9891/page.htm	基层教育工作先进集体”称号。我们团队一共六人，分别是计算机科学与技术系陈园军、
location4:not found index:http://xiaoban.nju.edu.cn/26/a3/c752a9891/page.htm	隆德县位于六盘山西麓，隶属于宁夏回族自治区固原市，属于西部最为贫瘠困难的“西海
location4:not found index:http://xiaoban.nju.edu.cn/26/a3/c752a9891/page.htm	固地区”。（固原地区西吉、海原、固原、泾源、隆德、彭阳六县的代称）“西海固”一
location4:not found index:http://xiaoban.nju.edu.cn/26/a3/c752a9891/page.htm	：“西海固，若不是因为我，有谁知道你千山万壑的旱渴荒凉，有谁知道你刚烈苦难的内
location4:not found index:http://xiaoban.nju.edu.cn/26/a3/c752a9891/page.htm	”
location4:not found index:http://xiaoban.nju.edu.cn/26/a2/c752a9890/page.htm	特邀主讲：“茅盾文学奖”获奖者、江苏省作家协会副主席 毕飞宇
location4:not found index:http://xiaoban.nju.edu.cn/26/a0/c752a9888/page.htm	上午——南京大学专场
location4:not found index:http://xiaoban.nju.edu.cn/26/a0/c752a9888/page.htm	下午——先锋书店专场
location4:not found index:http://xiaoban.nju.edu.cn/26/a0/c752a9888/page.htm	1. 在经济发展迅速和国家倡导的“中华民族振兴”的当下，传统文化能够给我们中国人的
location4:not found index:http://xiaoban.nju.edu.cn/26/a0/c752a9888/page.htm	生活带来怎样的提升？我们曾经是世界上的“生活典范”，未来又会如何？（像南京这样
location4:not found index:http://xiaoban.nju.edu.cn/26/a0/c752a9888/page.htm	充满艺术感觉和堪称“生活典范”的城市和城市里的人们应该怎样让这些美好的东西更好
location4:not found index:http://xiaoban.nju.edu.cn/26/a0/c752a9888/page.htm	行文本梳理整理的基础上，怎样把这些优秀的传统唤“活”，让这些好的传统更渗入到现
location4:not found index:http://xiaoban.nju.edu.cn/26/a0/c752a9888/page.htm	3. 在座嘉宾和到场读者对中华书局多提宝贵建议，让我们能更好的在“弘扬传统 服务学
location4:not found index:http://xiaoban.nju.edu.cn/26/a0/c752a9888/page.htm	术 传承文明 创新生活”方面发挥我们更大的作用。
location4:not found index:http://xiaoban.nju.edu.cn/26/a0/c752a9888/page.htm	*还将在60名拿到号码签的读者中抽取两位幸运读者，赠送由中华书局出版的“中华生活经
location4:not found index:http://xiaoban.nju.edu.cn/26/a0/c752a9888/page.htm	典”系列图书各一套。（号牌请到书店领取）
location4:not found index:http://xiaoban.nju.edu.cn/26/9f/c752a9887/page.htm	堂，也是一本厚实精彩的书。在举办 “南京大学第六届读书节”之际，我们面向全体师生
location4:not found index:http://xiaoban.nju.edu.cn/26/9f/c752a9887/page.htm	“110年的书香•我读南大”
location4:not found index:http://xiaoban.nju.edu.cn/26/9f/c752a9887/page.htm	信投递，也可以发送电子邮件，敬请在信封或电子邮件主题中注明“第六届读书节征文”
location4:not found index:http://xiaoban.nju.edu.cn/26/9f/c752a9887/page.htm	300元的奖品；部分获奖佳作将刊登在“南京大学报•南京大学第六届读书节专刊”以及“
location4:not found index:http://xiaoban.nju.edu.cn/26/9f/c752a9887/page.htm	南京大学图书馆通讯•南京大学第六届读书节专刊”。欢迎广大师生及校友积极参与，踊
location4:not found index:http://xiaoban.nju.edu.cn/26/9e/c752a9886/page.htm	也许，很少有人能说出音乐“是”什么；也许，我们更多的只能说出音乐“不是”什
location4:not found index:http://xiaoban.nju.edu.cn/26/9e/c752a9886/page.htm	么——
